run_number	IntLumEndcapEE	startTime	endTime	2*sqrt(BPR_PRB*BER_PRB)*cos(0.022/2)*1000.	BER_PRB*1000	BPR_PRB*1000	S_R3O_BI_DCCT_current	E_R3O_BI_DCCT_current	S_R4O_BI_DCCT_current	E_R4O_BI_DCCT_current
55237	1262.49	2018-04-26 09:58:52	2018-04-26 10:57:03	3571.261146502	1785.646546485	1785.8306769565	548.667178366	377.182723216	561.713361631	313.913286298
55238	1246.12	2018-04-26 11:05:27	2018-04-26 11:48:36	3570.9651768826	1785.5898636132	1785.5913675556	547.070461446	420.668441926	561.463192495	355.464826292
55239	1201.3	2018-04-26 12:13:23	2018-04-26 13:12:26	3571.1477834299	1785.6507376453	1785.7131116635	549.586881708	381.047426616	562.739212048	313.403691446
55240	1100.14	2018-04-26 14:28:21	2018-04-26 15:30:06	3610.5896955846	1805.3723366704	1805.4358111622	513.108925	329.558469558	430.091112653	284.232364373
55241	314.74	2018-04-26 15:40:13	2018-04-26 15:55:41	3610.7072103982	1805.3723366704	1805.5533370643	544.50508694	492.688500702	567.555068531	515.351760578
55242	799.832	2018-04-26 16:00:32	2018-04-26 16:38:51	3610.5813171126	1805.485664441	1805.3141079303	468.7028625	333.656556212	495.39264229	381.460764088
55243	417.241	2018-04-26 16:51:51	2018-04-26 17:08:51	3610.7638647806	1805.485664441	1805.4966625842	543.004297122	485.027041432	560.027134723	489.015522729
55245	723.908	2018-04-26 17:21:50	2018-04-26 17:55:02	3610.698839834	1805.485664441	1805.4316340909	442.311161232	350.706863078	442.960857795	351.83012954
55247	1140.5	2018-04-26 18:06:14	2018-04-26 18:52:16	3610.8247211345	1805.3723366704	1805.6708627136	522.640912724	379.573335474	543.927487097	387.706037753
55248	1541.26	2018-04-26 19:03:44	2018-04-26 20:09:42	3610.7638733126	1805.4290006174	1805.5533370643	548.322217062	345.00783655	561.653354845	353.587149162
55249	1215.75	2018-04-26 20:17:11	2018-04-26 21:09:03	3610.7680497264	1805.4290006174	1805.557513877	549.079066486	390.267916444	559.856330699	386.215969849
55250	1205.64	2018-04-26 21:16:08	2018-04-26 22:09:06	3610.7680544469	1805.3723366704	1805.614188357	550.99892945	385.912329666	562.065494008	391.230601326
55251	66.4015	2018-04-26 22:16:39	2018-04-26 22:20:09	3610.8897390805	1805.3723366704	1805.7358905544	552.044200628	542.630315518	559.562051947	453.816190022
55252	1052.06	2018-04-26 22:25:15	2018-04-26 23:13:58	3610.7638733126	1805.4290006174	1805.5533370643	549.033534636	404.238789214	548.575980589	377.998581815
55253	1156.93	2018-04-26 23:20:20	2018-04-26 23:48:10	3610.7072103982	1805.3723366704	1805.5533370643	549.496658596	465.481489116	557.272436884	461.495992111
55254	1022.72	2018-04-27 00:21:44	2018-04-27 01:10:26	3610.7638733126	1805.4290006174	1805.5533370643	549.327240086	409.284718894	559.537542133	358.715556081
55255	1103.25	2018-04-27 01:20:16	2018-04-27 02:14:29	3610.7638733126	1805.4290006174	1805.5533370643	546.124940044	390.697156702	551.980550713	340.850336558
55256	1041.19	2018-04-27 02:22:42	2018-04-27 03:14:13	3610.7638647806	1805.485664441	1805.4966625842	541.990568008	390.617120716	553.875654361	360.133543399
55257	1061.24	2018-04-27 03:25:17	2018-04-27 04:19:04	3610.64216749	1805.485664441	1805.3749596109	538.687237294	386.08597113	541.087186016	344.018038849
55258	590.331	2018-04-27 04:45:42	2018-04-27 05:29:34	3687.199921279	1843.6211847731	1843.8018277731	529.133014016	421.184082622	526.123562232	395.536862957
55259	995.408	2018-04-27 05:37:53	2018-04-27 06:33:15	3687.134903928	1843.6169701552	1843.7410187682	543.064439192	393.763961964	554.68727532	321.648426637
55260	821.621	2018-04-27 06:43:01	2018-04-27 07:29:04	3687.2041074502	1843.6211847731	1843.8060144051	540.180822072	408.222716012	503.262405499	345.075079916
55261	904.156	2018-04-27 07:38:40	2018-04-27 08:28:49	3687.1957282338	1843.6777965964	1843.7410187682	540.47666902	406.596578512	554.977871563	359.253745716
55262	800.879	2018-04-27 08:36:35	2018-04-27 09:17:45	3687.1433048113	1843.6211847731	1843.745205541	548.931243082	427.59951028	550.396025447	374.837137777
55263	1063.98	2018-04-27 17:14:33	2018-04-27 18:16:43	3687.2082961546	1843.5645727627	1843.8668231285	555.525615914	366.827159392	573.282356053	416.134423666
55264	1074.51	2018-04-27 18:36:20	2018-04-27 19:33:41	3695.1154217366	1847.6663033327	1847.6726841639	564.862367068	368.023416186	584.806596923	418.609472174
55265	657.199	2018-04-27 19:45:36	2018-04-27 20:12:57	3695.054630859	1847.6096981887	1847.6684952145	575.798617088	457.47440808	583.388609605	487.870503906
55266	1290.55	2018-04-27 22:07:23	2018-04-27 23:04:08	3694.9896131075	1847.7229082821	1847.4902702911	566.9315745	388.211037636	585.901730829	400.094581596
55267	1342.27	2018-04-27 23:11:00	2018-04-27 23:48:11	3695.0546205376	1847.6663033327	1847.6118796815	572.874971968	440.722069646	582.225942911	447.690748822
55268	1357.33	2018-04-28 00:16:51	2018-04-28 01:15:03	3695.1112330455	1847.6663033327	1847.6684952145	571.38118705	387.473661834	585.76382791	389.52392945
55269	1297.95	2018-04-28 01:22:00	2018-04-28 02:18:09	3694.9372178083	1847.6096981887	1847.5510750572	573.615730136	396.69118959	581.7901391	390.032659013
55270	1324.13	2018-04-28 02:25:00	2018-04-28 03:21:44	3694.9413878912	1847.5488752911	1847.6160684359	574.329809642	395.436471902	588.971112142	393.927848
55271	1333.22	2018-04-28 03:28:42	2018-04-28 04:26:02	3695.0504175226	1847.7229082821	1847.5510750572	574.54770206	394.882704536	592.796393827	393.869129086
55272	1280.07	2018-04-28 04:33:25	2018-04-28 05:29:42	3695.176228389	1847.6096981887	1847.7901040374	571.9480836	396.764660984	578.764404574	386.518639892
55273	1193.69	2018-04-28 05:46:37	2018-04-28 06:39:20	3695.0504132911	1847.6054804352	1847.6684952145	572.175722836	404.2787972	578.98318183	394.575526878
55274	1191.59	2018-04-28 06:50:19	2018-04-28 07:40:30	3695.1720229257	1847.7229082821	1847.6726841639	565.960835458	403.944643456	579.793917377	403.634458772
55275	1578.54	2018-04-28 07:47:43	2018-04-28 09:00:38	3694.9896131075	1847.7229082821	1847.4902702911	574.308634829999	0.51017907554	581.194276947	345.128848572
55276	683.533	2018-04-28 10:15:54	2018-04-28 11:13:42	3695.0588194859	1847.6096981887	1847.6726841639	351.186738756	262.650406676	358.254779627	260.611000946
55277	835.688	2018-04-28 11:19:17	2018-04-28 11:45:51	3695.2936304211	1847.6663033327	1847.8509082359	355.189738896	308.199328618	363.651486505	312.364922063
55278	756.041	2018-04-28 12:35:31	2018-04-28 13:53:54	3696.2853811475	1848.3100429717	1848.1989763849	329.983266708	229.609634314	334.879983319	228.138334739
55279	752.268	2018-04-28 13:58:54	2018-04-28 15:17:41	3696.3461701564	1848.1926166406	1848.3771983427	330.045109968	228.381195008	335.219840666	229.213888966
55281	282.47	2018-04-28 15:35:40	2018-04-28 16:02:15	3696.4069913712	1848.2534389985	1848.3771983427	309.226186916	273.111684448	310.681693482	271.862051968
55284	715.75	2018-04-28 18:42:07	2018-04-28 19:57:47	3696.2895823557	1848.2534389985	1848.2597801574	323.0629859	227.044740144	326.986132879	222.699107962
55285	799.573	2018-04-28 20:05:04	2018-04-28 21:23:54	3696.3503817032	1848.2534389985	1848.3205837878	329.258179502	228.089791168	342.675110321	227.853312567
55286	777.998	2018-04-28 21:30:09	2018-04-28 22:49:06	3696.4069913712	1848.2534389985	1848.3771983427	328.84142798	229.13147984	334.106877782	222.410000821
55287	1415.81	2018-04-28 22:54:43	2018-04-28 23:47:36	3696.228781866	1848.2534389985	1848.1989763849	329.945580346	258.072684512	332.478504499	251.844617226
55288	1403.18	2018-04-29 02:47:04	2018-04-29 06:35:08	3696.3461929548	1848.2534389985	1848.3163947123	328.702510806	134.961336851	336.912325827	119.4739516197
55289	1087.88	2018-04-29 07:12:03	2018-04-29 09:20:00	3697.277105794	1848.8363482465	1848.6644580859	328.432501932	184.5859117544	334.113759848	177.8063349865
55290	954.916	2018-04-29 09:28:08	2018-04-29 11:24:25	3697.4071036708	1848.7231420663	1848.9076706171	325.384990166	196.178348784	332.047429593	188.7079118798
55291	417.022	2018-04-29 11:33:16	2018-04-29 11:48:12	3697.2855091155	1848.7231420663	1848.7860646359	323.776845252	301.6089786	326.698092257	302.776674777
55292	351.918	2018-04-29 12:32:00	2018-04-29 13:29:18	3697.2813094881	1848.7797452548	1848.725261432	247.018031668	196.0606984864	242.890284686	186.7591019571
55293	900.493	2018-04-29 13:40:19	2018-04-29 15:37:13	3697.2813094881	1848.7797452548	1848.725261432	323.53691742	195.283783026	332.003319977	185.5103812659
55294	908.868	2018-04-29 16:00:30	2018-04-29 18:02:24	3697.2813094881	1848.7797452548	1848.725261432	326.513279416	194.7561259244	328.951787765	178.6901512326
55295	932.036	2018-04-29 18:10:36	2018-04-29 20:17:28	3698.1073875322	1849.132018767	1849.1991161513	326.159411882	192.8281913142	328.571040482	173.0608607083
55296	193.168	2018-04-29 20:24:49	2018-04-29 20:42:48	3698.0381975774	1849.1886211673	1849.0733207987	325.322946766	299.79330852	330.684056097	299.925185308
55297	157.596	2018-04-29 20:44:31	2018-04-29 21:01:52	3698.1074065959	1849.1928402601	1849.1383135165	296.41184315	275.416116422	295.908030818	271.418923385
55298	83.8296	2018-04-29 21:03:58	2018-04-29 21:14:27	3698.1639956257	1849.132018767	1849.2557291301	272.471516644	260.968570214	268.015258796	254.770742902
55299	72.8903	2018-04-29 21:16:14	2018-04-29 21:26:12	3698.2813932727	1849.1886211673	1849.3165316226	258.243784198	248.077072478	251.615094288	240.069985867
55300	142.591	2018-04-29 21:27:53	2018-04-29 21:49:26	3698.1116062464	1849.1362376624	1849.1991161513	246.019132928	225.593925284	237.733262861	214.804613586
55301	269.726	2018-04-29 21:56:04	2018-04-29 22:22:16	3698.1074065959	1849.1928402601	1849.1383135165	326.390673652	288.404962254	332.348570288	288.344157332
55302	624.6	2018-04-29 22:25:00	2018-04-29 23:45:42	3698.1681894761	1849.0754161694	1849.3165316226	284.211588946	199.669751056	283.589394277	189.594821031
55303	950.738	2018-04-30 00:01:58	2018-04-30 02:01:06	3698.098998214	1849.1886211673	1849.1341237182	324.786751692	186.4293572636	333.819279866	183.206492959
55304	961.776	2018-04-30 02:07:39	2018-04-30 04:06:16	3698.1032028788	1849.2494426603	1849.0775107393	326.553507556	193.291239221	344.019105368	184.8937883983
55305	936.324	2018-04-30 04:11:49	2018-04-30 06:13:45	3698.050786899	1849.0754161694	1849.1991161513	326.6504954	191.5271212022	331.362301812	176.941639615
55306	934.643	2018-04-30 06:19:40	2018-04-30 08:17:19	3698.0507955764	1849.1928402601	1849.0817003399	325.001061604	185.9835454136	331.229791857	180.6185805809
55307	416.756	2018-04-30 08:23:46	2018-04-30 09:03:22	3698.1073875322	1849.132018767	1849.1991161513	324.89686872	0.41931511526	329.977436952	-2.9392841057
55308	705.008	2018-04-30 09:18:03	2018-04-30 10:51:46	3698.1074065959	1849.1928402601	1849.1383135165	325.397478902	223.25096636	331.126540744	207.239834565
55309	697.479	2018-04-30 11:02:17	2018-04-30 11:46:59	3698.5120494801	1849.3668662478	1849.3689544937	327.019193308	271.400127196	327.777087517	258.593509212
55310	81.5067	2018-04-30 12:41:56	2018-04-30 12:58:37	3698.3904335269	1849.4234682527	1849.190736499	218.660515292	205.880835774	197.1250508733	182.3316676693
55311	826.786	2018-04-30 13:04:11	2018-04-30 14:59:24	3698.4596398242	1849.3102640451	1849.3731444035	326.796837768	206.450694396	328.944905699	183.8187734677
55312	878.164	2018-04-30 15:05:31	2018-04-30 16:59:31	3698.5162391317	1849.3668662478	1849.3731444035	326.550345344	204.277774416	330.983285107	184.7620753141
55313	806.523	2018-04-30 17:04:38	2018-04-30 18:59:03	3698.5162475863	1849.3102640451	1849.4297569862	327.9884313	209.344118376	329.411256224	187.0130441556
55314	587.711	2018-04-30 19:05:33	2018-04-30 20:20:35	3698.4596398242	1849.3102640451	1849.3731444035	325.356410174	240.178227154	331.824989951	226.531472943
55315	191.893	2018-04-30 20:23:32	2018-04-30 20:59:34	3698.3946226126	1849.306044863	1849.312341911	236.999403534	207.884137104	222.776762619	188.5933657269
55316	812.657	2018-04-30 21:05:16	2018-04-30 22:59:33	3698.3988415442	1849.3102640451	1849.312341911	326.820974652	207.456578022	329.459450809	185.7979047268
55317	817.019	2018-04-30 23:05:32	2018-04-30 23:48:47	3698.5162391317	1849.3668662478	1849.3731444035	325.974342424	272.154935192	326.518273129	260.114103707
55318	421.07	2018-05-01 01:05:21	2018-05-01 01:52:54	3698.4030144911	1849.1928402601	1849.4339467535	327.250655218	268.16648523	329.756949241	256.62117349
55319	858.146	2018-05-01 02:00:22	2018-05-01 03:58:42	3699.5121287236	1849.8931587463	1849.8428020886	325.913139612	202.66686757	327.543258257	180.4134567804
55320	121.564	2018-05-01 04:04:40	2018-05-01 04:16:48	3699.5121391079	1849.8365575347	1849.8994138764	327.004583088	310.749832722	329.153138503	308.406063904
55321	707.398	2018-05-01 04:19:56	2018-05-01 06:03:52	3699.4555312737	1849.8365575347	1849.8428020886	305.277184548	202.645692758	301.680695705	180.786923562
55322	870.095	2018-05-01 06:09:53	2018-05-01 08:10:21	3699.5729356771	1849.8365575347	1849.9602156565	327.174201738	201.387812858	327.669308729	179.2067690116
55323	859.88	2018-05-01 08:16:32	2018-05-01 10:15:48	3699.5163353665	1849.7799561244	1849.9602156565	326.176143586	202.002142588	326.842857119	180.1471349123
55324	857.896	2018-05-01 10:22:07	2018-05-01 11:46:42	3699.3381350483	1849.7799561244	1849.7820001659	324.876334356	228.251584344	327.286850991	211.088338192
55325	856.519	2018-05-01 12:26:28	2018-05-01 14:24:29	3699.5163353665	1849.7799561244	1849.9602156565	325.900851016	202.896007856	328.983843704	181.2507305398
55326	869.692	2018-05-01 14:38:56	2018-05-01 16:37:15	3700.0991953584	1850.188822777	1850.1342402718	325.624717858	202.617953354	328.875642333	181.3372956612
55327	271.471	2018-05-01 16:46:36	2018-05-01 17:14:02	3700.0425771757	1850.071401337	1850.1950417667	324.074373376	282.243852494	326.700889354	281.236311272
55328	550.564	2018-05-01 17:19:03	2018-05-01 18:45:09	3700.1557869901	1850.071401337	1850.3082639458	275.175348002	196.581300653	273.116560034	179.766285002
55329	890.477	2018-05-01 18:52:13	2018-05-01 20:51:13	3699.9859900046	1850.1322219633	1850.0776288827	325.660923184	200.645773794	326.692498063	179.4875130338
55330	883.644	2018-05-01 20:58:46	2018-05-01 22:56:47	3700.0949756617	1850.1846027652	1850.1342402718	324.738898218	200.595798836	327.124216905	179.7749117321
55331	891.627	2018-05-01 23:03:58	2018-05-01 23:46:10	3700.0425771757	1850.071401337	1850.1950417667	325.807245538	269.791141694	328.68827708	261.015412877
55332	722.842	2018-05-02 01:10:09	2018-05-02 02:36:32	3700.038396003	1850.188822777	1850.0734386343	326.260002246	226.429349672	331.639154046	211.132870391
55333	911.116	2018-05-02 02:46:53	2018-05-02 04:46:08	3701.9735239441	1851.0673634405	1851.1301417264	326.89636739	200.731753938	329.596246963	180.7988323534
55334	913.791	2018-05-02 04:52:00	2018-05-02 06:50:45	3701.7429047715	1851.0673634405	1850.8995118736	326.811447988	201.149145908	335.648762411	184.3951968027
55335	886.021	2018-05-02 06:56:34	2018-05-02 08:55:29	3701.9777143855	1851.0673634405	1851.1343324947	326.80910635	201.945182744	327.140798257	180.8202492623
55336	885.932	2018-05-02 09:02:13	2018-05-02 10:58:55	3701.9169267624	1851.0107642269	1851.1301417264	325.54041889	201.790794748	331.313905997	183.9899920255
55337	879.145	2018-05-02 11:04:58	2018-05-02 11:46:50	3701.7995089372	1850.8933449462	1851.1301417264	326.22209573	272.559197978	333.733656501	266.555958959
55338	805.908	2018-05-02 13:07:42	2018-05-02 14:54:01	3701.7953227399	1851.0673634405	1850.9519310079	326.847453174	212.215226746	331.756591874	194.0538464165
55339	688.11	2018-05-02 15:06:02	2018-05-02 16:33:30	3701.981913944	1850.9541648126	1851.2517422889	327.367336838	228.802609792	332.036019852	213.122411278
55340	408.843	2018-05-02 16:43:45	2018-05-02 17:25:58	3705.9002917819	1853.0634402256	1853.0610698291	327.158310622	271.878301684	332.38708571	264.948895933
55341	458.638	2018-05-02 17:28:29	2018-05-02 18:43:38	3706.078472303	1853.1200357886	1853.182666096	268.404291578	320.093828944	260.911296475	182.9548488071
55342	907.177	2018-05-02 18:46:31	2018-05-02 20:45:30	3706.0868619541	1853.0634402256	1853.2476558666	327.883397828	201.116322948	332.65854498	183.3085085198
55343	914.691	2018-05-02 20:50:30	2018-05-02 22:48:50	3706.1392696722	1853.0634402256	1853.3000697311	326.59015319	200.613391142	334.634744318	183.8264765521
55344	905.274	2018-05-02 22:54:25	2018-05-02 23:47:51	3706.0826705613	1853.0634402256	1853.2434640142	325.282078178	257.549398468	329.167969154	248.063223804
55345	910.514	2018-05-03 00:58:27	2018-05-03 02:56:41	3705.9652841793	1853.006844458	1853.182666096	326.731191848	200.512800778	330.887761226	181.6846246781
55346	527.313	2018-05-03 03:02:08	2018-05-03 03:59:18	3706.139265017	1853.1200357886	1853.2434640142	326.709156434	254.32570346	328.763355993	242.906845915
55347	1217.69	2018-05-03 06:09:13	2018-05-03 07:10:36	3611.9956917385	1806.1907942299	1806.0234381427	569.722206576	367.995256488	588.890660388	400.669998781
55348	1118.79	2018-05-03 07:20:42	2018-05-03 08:15:17	3611.9957051699	1806.0166099489	1806.1976365152	580.119479576	407.037887212	589.021017182	401.052456519
55349	1290.01	2018-05-03 08:23:12	2018-05-03 09:12:48	3611.9957059912	1806.1341311497	1806.0801120035	584.356483404	393.677121218	596.812099461	416.257898394
55350	1331.55	2018-05-03 09:20:40	2018-05-03 10:12:15	3611.9998931543	1806.0774679451	1806.1409627787	586.406157172	389.752475888	595.90863713	409.090689484
55351	1304.87	2018-05-03 10:19:50	2018-05-03 11:13:06	3611.9390372576	1806.0166099489	1806.1409627787	583.927223132	390.433091986	594.805554639	406.972723611
55352	1087.54	2018-05-03 11:21:12	2018-05-03 11:48:28	3612.1132232384	1806.1341311497	1806.1976365152	584.411541918	464.05270967	596.137093549	498.219380469
55353	99.8229	2018-05-03 12:05:13	2018-05-03 12:11:45	3612.0523767019	1806.1341311497	1806.1367857401	408.88151685	390.987920094	445.265102279	430.932193684
55354	1286.89	2018-05-03 12:19:54	2018-05-03 13:11:55	3611.939034267	1806.1341311497	1806.0234381427	601.160137734	415.879532034	609.253345441	424.660035691
55355	1192.09	2018-05-03 13:19:39	2018-05-03 14:12:23	3612.0523720687	1806.0166099489	1806.2543101272	598.957156726	419.342994762	607.102679693	434.38252351
55356	198.513	2018-05-03 14:20:28	2018-05-03 14:28:21	3611.9957164394	1806.0774679451	1806.1367857401	602.004668492	568.282199276	610.65155185	581.906711639
55357	323.45	2018-05-03 14:30:57	2018-05-03 14:44:58	3611.9957059912	1806.1341311497	1806.0801120035	555.347111048	501.696161654	570.413661419	524.655649751
55358	349.608	2018-05-03 14:50:48	2018-05-03 15:11:55	3612.117406449	1806.0774679451	1806.2584871608	481.294230292	419.675047036	505.667325352	449.923999362
55359	1296.58	2018-05-03 15:19:33	2018-05-03 16:11:11	3611.9957059912	1806.1341311497	1806.0801120035	600.067013082	410.639806792	616.94220288	434.630338255
55360	1116.23	2018-05-03 16:18:40	2018-05-03 16:57:55	3611.9957059912	1806.1341311497	1806.0801120035	601.729796216	447.604023644	609.830050498	461.077614818
55361	1646.92	2018-05-03 17:09:45	2018-05-03 18:15:38	3611.8781989266	1806.0774679451	1806.019261099	602.472455714	371.258759342	613.990480748	392.396266347
